934,558
1998,366
1940,1762
1178,848
1286,897
98,454
1976,1937
243,1993
725,1597
1827,1196
882,1342
222,110
1842,809
1403,679
847,460
1886,419
602,482
397,263
1444,1472
1658,1478
996,781
1150,552
1615,914
1580,998
742,1449
1036,68
944,587
1089,291
303,499
1417,1373
1744,345
1819,936
1545,1470
725,1174
311,1605
316,1024
1419,1799
1548,1158
31,1059
1804,208
1470,1446
824,1361
799,1571
1622,1808
1081,671
1689,632
1654,1416
1598,1211
1673,1107
1581,305
1724,1362
1677,1631
14,1285
1192,800
1649,125
1739,1819
1263,821
753,1724
1116,1385
1110,1636
82,536
266,195
935,123
1514,223
1360,414
558,1510
732,930
0,1861
966,596
356,1867
1386,255
1802,454
51,926
1398,733
1406,1746
842,1586
1940,1366
1681,873
854,975
1696,548
235,141
1615,654
214,767
183,271
1705,1444
860,681
1583,459
1956,64
1225,121
1257,1319
175,1418
243,183
1381,990
282,70
861,1538
342,1699
1819,1165
1783,1380
11,443
35,1698
155,290
1985,1789
687,1320
1788,317
96,1713
1251,1732
1446,347
71,1744
1889,495
627,137
225,1810
1087,1438
1135,189
490,277
449,1229
236,1599
733,1070
393,1393
1461,1911
1358,399
1288,417
1953,1266
1277,931
501,1968
1431,1220
1811,865
1338,749
1019,953
1718,852
645,1598
787,1973
379,1408
1685,628
1947,1841
16,1478
1510,1920
74,1655
1002,156
1592,569
1024,1534
256,1654
1727,840
447,653
944,663
1256,1862
1661,227
1988,345
1316,639
1820,1168
66,1484
103,1624
140,719
1289,770
579,242
1172,38
26,1070
1642,544
123,132
141,941
1466,720
101,300
881,1753
620,1245
1214,949
1373,1046
1436,748
1066,1278
1893,1803
1405,288
1062,1890
552,280
1578,1053
1306,184
1438,1122
1536,1420
1593,1243
1781,1729
469,1208
1781,1494
566,626
1986,864
24,559
1910,1441
240,839
727,570
1839,330
791,1797
865,1931
1909,550
1509,1395
1618,47
925,1942
708,972
121,1815
1071,1521
1046,1209
438,1877
1713,1777
588,1590
1785,50
846,519
1248,1334
486,1316
321,316
702,1114
731,1512
1088,415
1053,1192
1741,1988
1463,1874
1167,608
1350,1896
1179,1829
1940,1267
1780,245
1953,1988
433,759
1699,779
8,1839
579,1585
37,1551
956,1854
498,1068
1564,880
954,847
481,357
675,1695
600,1248
1650,263
96,935
242,1004
1548,797
1500,1743
1034,43
1734,1612
79,1940
493,1769
1346,430
1491,1047
1159,259
675,730
937,393
1004,813
1340,1217
1710,1775
1700,1309
482,1366
1727,885
235,1386
803,241
1355,1760
674,1494
1579,1986
66,410
816,1868
1610,1688
534,439
1266,1652
425,176
22,492
898,1464
1892,1541
1288,1165
857,460
1559,1249
1059,1122
203,352
258,304
519,1460
1443,15
1365,845
1531,394
217,619
1020,462
713,941
222,1101
1607,1735
1524,1536
1292,1520
1011,233
999,1441
1513,353
1698,486
1735,1461
1578,1979
328,806
1391,7
1677,636
1282,973
452,1907
943,1918
1941,1874
85,1585
84,402
390,1863
538,1849
439,359
886,1876
488,208
506,1106
50,1541
712,598
1482,1542
566,1611
1242,1194
1069,1109
1791,343
1200,1272
668,569
1166,673
533,1664
1629,565
1679,158
1730,1214
190,357
1713,332
461,1318
885,1231
1894,697
1196,584
1266,599
984,1832
542,1799
149,1827
1865,1086
858,190
1048,1227
1482,932
1702,1094
288,1285
1199,1801
1894,1005
1830,914
1652,1920
1989,1529
1997,1828
540,354
1846,1421
1074,868
1269,978
1542,1921
680,1161
680,1430
1808,1611
434,658
205,1916
1652,560
903,1292
401,101
974,983
663,111
1737,1876
147,436
1388,495
301,976
760,368
1471,1741
172,1625
1493,508
1901,1535
1984,270
461,21
877,1774
230,1215
1201,1505
773,1121
507,1342
1609,1230
153,749
641,1311
585,1423
1150,240
354,662
1138,1952
1452,1941
838,618
412,140
496,1262
1543,1312
1287,1357
1314,979
437,204
1840,528
452,1939
275,1014
666,986
94,45
1830,456
497,1583
832,526
1551,6
776,1764
1576,1912
1427,402
600,39
1465,786
348,1508
208,852
1220,587
1468,1492
1501,544
1585,1272
950,674
403,504
21,654
998,1179
498,236
1326,1507
1166,1136
1968,836
1300,1959
743,1771
17,627
1691,1730
300,686
170,158
1998,1499
940,710
1050,994
1516,1690
10,1837
602,241
1741,1557
93,596
1792,1270
1446,471
982,1321
667,549
1464,354
575,1984
1686,290
1803,1106
1644,876
938,625
1275,562
1560,1787
54,361
645,1123
1984,1114
294,347
1607,1160
903,449
395,891
216,447
1409,1413
1629,1422
1532,1873
313,1478
1628,1581
1882,1860
152,636
703,31
1554,193
1798,1862
1536,513
1885,1767
1152,726
1667,985
348,422
1375,1113
728,1099
1392,817
443,1226
1043,1786
1931,426
486,186
935,1917
158,1122
1665,1951
1693,1419
1196,1366
1631,1224
1875,826
1710,364
397,1685
340,395
1588,1106
1529,117
910,752
1902,1337
1898,806
412,1467
128,1945
1660,764
1844,1755
43,535
229,1064
61,37
1378,1335
1455,976
1670,1780
1744,1968
1489,1636
1050,230
1599,1639
1219,388
1874,542
988,804
66,12
1360,867
873,1961
1466,1227
1834,646
1274,1659
1362,161
662,574
254,604
1423,236
426,906
847,1384
1726,1603
921,824
1380,1015
730,416
1723,1877
408,991
1679,561
1212,735
995,487
1122,57
1065,1399
1622,997
504,1227
1661,303
713,1042
1222,989
757,1030
1583,294
1798,1935
1478,1482
467,547
1955,1253
753,702
818,440
1284,368
443,884
1980,1331
1848,1533
1250,704
1998,1191
863,1491
1925,1545
768,772
327,1687
217,710
664,179
1129,1690
1668,436
1630,1458
141,321
1898,1303
997,1007
343,1326
1230,1757
1489,1565
1468,130
457,582
632,137
579,1593
162,1496
232,1756
1793,1078
1274,407
727,569
825,939
1741,255
1425,1523
1557,1236
1774,233
1558,468
483,1534
1658,264
1465,1555
1630,740
1209,1856
1965,1182
872,572
1340,753
1160,26
283,1767
201,1584
1425,240
1946,0
275,719
599,1707
1852,1030
716,1538
1272,693
205,1292
896,827
1039,1203
1766,700
773,1726
1932,50
199,1615
1996,1146
1567,1777
219,386
182,103
1363,465
394,298
1556,7
304,1554
808,1189
1320,193
1592,669
180,1874
763,337
1474,1522
709,1433
1940,1121
481,330
1036,187
1925,385
1794,1654
21,253
776,1036
1193,1008
379,1635
1256,928
1490,723
1023,1127
1897,1728
1147,270
1181,1842
191,1473
228,934
328,1469
1357,357
237,122
466,1965
72,1726
1787,209
386,374
1468,1157
1354,608
481,200
728,1713
534,1659
1666,959
950,295
974,579
1064,1909
1455,1030
819,387
1993,1907
374,484
1869,878
765,1555
1322,658
1964,1478
1794,359
839,112
101,1120
873,886
1913,922
1164,1291
1843,465
927,304
1312,1410
488,1667
1199,715
966,1951
531,1061
488,533
104,1953
301,1923
726,568
1390,1276
536,566
1383,1473
1689,1625
154,503
506,80
1090,1570
261,1454
340,1614
321,1110
1116,924
