1434,1611
1663,195
991,59
433,841
951,1752
757,521
1004,1413
230,203
212,1341
1675,1137
1341,235
404,1798
1192,1481
405,187
519,1595
1639,560
1756,1343
146,1898
461,135
1500,993
1603,1636
1001,1557
94,1379
600,1766
853,1627
164,1183
1032,1287
591,699
1059,136
1161,585
276,1247
41,1068
127,110
972,1364
1303,440
1564,1945
29,280
607,1257
1807,1818
36,1106
536,1411
1552,1651
228,250
1152,1276
113,288
1222,1950
1490,555
742,909
1372,313
1438,521
1143,1228
1314,1461
64,1007
504,1930
374,488
1285,675
960,1356
349,1940
615,950
1543,1436
580,673
1562,159
954,1023
536,766
1086,237
1707,226
1710,422
842,1818
1642,233
1464,348
1293,1097
899,678
398,1610
605,1036
354,908
633,683
1143,187
701,45
241,798
513,1153
941,1288
226,1243
724,1727
1872,422
1487,1868
867,952
267,1308
67,473
582,127
1300,41
1039,708
280,419
1220,327
576,1252
391,1239
479,925
839,1602
1419,1713
1198,1609
1434,1532
