812,1085
554,92
1326,64
445,1802
1420,1118
1981,120
213,1515
1361,369
317,1591
406,275
1087,665
754,1046
1007,78
448,1333
495,1585
1783,109
1505,1186
42,1408
1202,180
1736,1459
1098,182
1866,671
93,1422
1651,1680
977,1618
1846,1381
1318,1145
344,83
59,1599
1468,1470
1740,761
1637,1843
1682,712
1411,965
1231,4
1834,1638
803,1456
74,946
54,895
1958,649
1897,979
1283,723
891,152
1226,1006
766,916
22,1427
96,586
824,1209
1279,402
679,211
747,563
1615,94
283,702
1975,1784
770,834
924,430
415,828
656,1366
1444,939
907,972
1740,798
723,1137
53,464
137,1233
1052,1493
1243,1461
360,1052
1147,1207
1387,1004
804,1774
1680,1772
352,372
363,1311
966,1753
1646,1497
323,1608
953,195
1496,1707
506,755
370,588
1288,1928
1541,118
294,1463
1841,461
1557,1068
1801,1799
1589,835
1198,566
1887,394
1842,721
1712,402
495,711
289,1570
1093,914
410,246
1299,1548
1437,1366
1818,524
859,1073
897,779
1193,68
525,1987
662,309
215,360
673,913
1623,1409
1163,909
993,1334
1355,416
1988,72
1479,293
556,1513
1572,1368
1526,1065
315,1405
60,219
210,1149
1067,859
485,1783
1297,329
1522,73
1316,177
446,1454
507,1396
404,107
1575,1048
1122,1957
408,701
229,1204
620,377
1061,1731
1280,1015
690,1278
1797,218
1771,652
1212,1384
902,1669
1514,1064
632,461
1676,396
107,505
1643,701
609,1152
1384,855
978,876
1153,388
205,1891
1673,970
1165,714
1022,212
479,1111
298,993
247,1630
1209,760
1639,1410
283,1632
1952,1545
1513,135
438,1278
1565,1163
1438,1341
1924,1241
370,605
768,579
1675,185
1968,721
59,1445
152,99
1847,572
409,453
1215,1651
985,114
1828,404
135,1218
1206,1415
262,1458
206,1344
670,1792
146,1631
879,1140
1375,1639
822,791
424,1088
1022,1940
825,261
1119,1967
2000,56
1258,1384
922,1354
282,67
622,34
770,830
1672,1741
253,1919
693,661
166,83
1066,758
284,677
517,833
586,1191
1631,840
1557,1532
328,828
1311,1178
1948,677
343,1083
810,1980
83,430
268,678
1094,592
1012,1496
299,1873
671,1362
496,1301
1184,399
828,1189
512,2
118,1411
1612,1313
291,1462
1770,714
974,1630
1440,1419
801,107
628,1642
1069,991
1884,1374
1197,1044
1084,407
1997,1328
1827,869
1070,509
1809,1795
1536,1175
1173,219
675,1248
855,1204
1455,1916
1373,1115
1928,1696
1151,1034
992,717
400,1647
329,680
963,1881
580,328
1980,305
704,11
399,1819
1679,1930
546,277
506,940
190,443
115,949
933,1259
846,1814
1657,1408
1753,975
1810,839
129,887
1899,1021
578,1113
72,1863
132,321
67,1390
1727,571
544,1645
1131,1275
1206,1736
984,864
795,1460
658,1141
1400,442
639,1575
145,1594
1620,1420
1933,791
414,478
676,1469
22,1938
1258,786
1764,194
1822,1230
1324,1704
830,350
1318,1696
422,1257
1601,1744
690,1636
775,543
1915,444
896,145
237,1995
1427,1815
486,1142
1299,1187
1266,951
771,931
1104,1708
259,1140
