1907,797
1046,1635
772,784
1514,23
64,1131
1441,1171
744,638
1016,534
1528,1337
1819,80
466,300
1387,7
263,718
1031,1812
9,569
313,192
30,1249
1454,1683
861,1329
1708,776
1330,1645
224,31
1628,1157
1679,1289
518,1487
1314,1496
1005,380
536,444
1814,851
865,106
531,1696
1753,1314
1903,1873
273,1161
850,269
3,1645
676,317
267,1881
1858,356
1256,1470
1088,897
527,898
586,344
107,1399
758,1569
608,1498
1712,1615
1756,75
805,1903
367,222
477,995
1816,1513
746,1840
1773,1365
769,766
380,1200
1296,447
537,864
234,611
1995,26
579,897
1462,1811
75,874
99,436
754,901
717,1196
266,941
580,273
1018,1804
393,858
1492,464
1855,1518
1248,1070
875,1830
76,321
179,785
1025,1640
1375,1134
1768,697
152,1289
1577,1939
408,1825
360,78
245,963
927,1818
149,1182
805,641
776,118
1658,86
368,1135
461,1769
536,1992
1362,794
917,1905
849,1959
1058,942
699,1207
1769,1082
425,269
1339,1050
220,1710
1756,1743
1010,1474
1616,1720
648,947
211,948
1875,522
1220,1675
1855,1574
389,1606
1279,1947
733,188
641,762
1587,1816
1479,817
1559,116
1101,1887
1965,1108
10,307
961,1410
799,1209
1598,1883
927,698
518,1228
1426,664
1170,1396
1227,453
693,509
430,660
778,1674
1443,1736
1548,529
1706,163
47,1404
1832,1590
374,556
1318,303
863,155
107,503
767,1526
1759,934
186,1379
1697,1028
1811,1866
1709,257
922,365
1940,662
1211,1846
136,1535
63,337
1615,212
584,1932
501,1320
304,1699
471,1179
1411,776
1932,464
1732,1931
1283,1231
601,1989
896,617
1092,1132
848,1045
1613,1862
68,883
271,605
265,1230
1664,1591
8,66
485,136
245,1634
1191,1159
1914,1509
1983,712
290,920
675,179
253,378
1723,708
1581,1568
1183,1605
282,909
836,1023
1332,1660
708,1145
92,1664
798,708
1405,53
1784,489
298,968
489,963
851,742
601,1348
1604,1025
507,1538
63,1051
620,178
959,672
170,1547
324,1766
677,1889
648,1081
1075,962
1219,221
1426,1701
863,678
357,1666
921,825
1064,738
1101,1624
274,882
828,1002
976,1838
1258,1862
1233,1836
1283,310
1365,49
381,914
699,1612
1478,642
227,269
989,699
858,834
1217,1701
784,1059
104,1571
1042,1972
175,120
897,1617
1239,134
1359,444
1524,895
1082,933
1919,417
424,810
1508,1003
1221,849
2000,1685
1329,1773
966,383
1614,935
1772,1505
1620,262
261,873
1433,1070
973,1947
922,948
354,1252
7,753
1380,212
464,769
443,1295
375,885
1129,1738
1458,1592
1302,661
861,1574
1524,249
1576,1877
1017,1856
1362,1456
1900,1475
1851,1177
651,1724
62,965
881,1313
1601,1560
1346,1443
979,54
744,601
826,1572
1336,1153
119,1119
974,191
1494,61
1101,1557
1661,1113
