1137,534
409,1264
1507,34
96,1747
959,1915
1935,435
1358,110
1042,1968
1680,1640
1034,1534
1010,569
1854,1596
345,55
1593,1352
512,2000
88,1674
1599,1210
524,1151
1517,23
1378,338
530,414
459,1441
1116,1844
743,977
1306,1766
443,1207
1730,1434
601,132
245,714
31,347
177,288
741,1966
1838,1325
1963,1863
377,1631
597,1421
1717,1824
1029,290
1724,359
927,1490
1598,231
1083,933
245,1577
224,1647
90,1121
1905,491
1949,1353
560,330
1309,1906
972,558
757,1599
1336,1247
1043,196
1231,851
1952,1472
1637,195
799,89
863,1988
75,1440
1303,1777
1594,143
1718,1807
197,43
1617,164
1467,352
1183,1342
1050,445
788,1901
1415,265
1649,1799
239,1639
119,1189
356,880
1777,812
119,154
1496,1345
463,1406
1113,484
1946,1776
88,1713
749,736
1152,436
1586,930
1100,796
728,1109
899,732
1595,585
252,1807
659,1103
1453,9
1952,988
972,1898
1381,1426
632,146
523,481
1368,679
154,1222
1661,1690
1364,467
1237,293
1135,1817
813,423
937,681
1200,713
1367,879
1181,810
1380,1546
169,1069
349,523
728,1689
1440,1763
300,623
300,1560
1553,1165
1841,1016
1546,1466
1185,1355
119,1556
856,289
2,157
361,273
624,1324
1707,1822
1897,9
852,123
1291,1035
313,614
217,600
1620,111
1373,246
669,1761
65,1337
1122,1952
164,525
1332,1
195,1082
1177,814
489,1256
1695,922
509,108
1898,1409
1730,880
276,694
774,1803
1524,901
89,1481
1362,1458
1900,1882
1835,1505
100,995
1085,1740
644,1218
1809,1310
1476,360
1801,1237
249,1716
982,1645
1116,1352
1864,1249
1453,220
323,1680
48,1185
1924,321
788,1000
1943,1781
1462,83
600,732
988,1253
1727,954
186,1118
280,930
350,440
265,1623
1203,1984
656,382
286,1802
759,1222
77,622
134,1386
1807,1595
1070,914
1282,286
1242,1132
1828,1394
673,1016
714,1017
1755,229
274,1899
120,637
1841,1347
1687,1179
1256,301
1974,1727
633,1661
1008,1171
1139,91
719,961
516,1486
1500,562
1935,1396
667,861
1757,468
1003,1165
816,1579
1950,336
1213,280
1210,463
220,35
920,1729
517,802
1362,1202
1169,1492
1751,455
95,1950
156,1604
287,538
1217,1071
816,1293
961,1376
1308,171
475,1098
1356,830
494,755
1181,189
1732,1849
1356,377
287,1251
496,1077
617,1602
529,1764
1865,123
918,1845
1852,1081
787,380
1009,609
1096,1088
759,946
932,498
797,663
866,1413
562,1480
1360,1747
1694,734
1067,507
545,1759
595,699
540,1531
1875,1493
734,1076
1704,914
1465,1999
327,1699
1584,167
1490,608
294,844
227,1661
1822,1398
1048,507
220,1585
66,955
1195,975
1618,688
558,1106
422,1458
1713,181
767,554
1755,1931
1812,454
535,504
543,1696
734,917
82,1910
803,955
183,1061
1696,754
528,1347
963,1347
1229,1118
411,347
1424,752
178,1649
1766,1089
1538,1668
423,86
571,1098
31,1179
1551,1014
362,1152
597,1166
1710,34
1810,571
1634,1695
565,1129
1828,1928
1196,1097
963,1532
331,669
83,1140
1559,533
1199,1989
891,673
658,1230
894,290
869,1235
1780,893
1191,1955
1112,1720
606,548
1217,1502
1721,72
711,340
233,644
216,1996
1273,1188
1410,951
1369,24
1500,566
773,86
588,122
1509,1704
588,539
1718,1973
1193,13
726,21
560,699
164,1984
1296,135
87,557
222,1406
1582,1353
1600,1204
1496,1177
1569,1498
793,207
837,1551
1,1870
150,334
485,1582
369,1761
1817,156
299,779
1931,1976
1702,381
216,1981
1239,1417
85,1010
1719,490
105,667
403,727
504,723
773,1312
1330,598
1092,684
432,865
85,558
585,523
545,1810
392,218
440,1282
76,791
1458,1838
269,1882
708,1623
382,790
536,559
960,250
2,1878
1542,1829
1745,789
487,1752
804,514
41,478
385,613
681,345
1152,421
285,499
1684,628
1490,1241
1633,1585
564,1413
918,1436
1683,1329
611,1118
1582,745
1324,948
1304,1403
317,500
512,391
373,1608
1315,1520
268,1214
741,131
1191,798
625,454
760,647
74,1899
697,1397
66,1227
867,1700
1128,226
884,1069
1744,1679
