840,1854
890,1385
75,854
1365,1467
71,493
1110,1907
34,1134
466,1379
1509,8
1401,1965
54,1192
1502,878
682,274
1716,1749
528,1073
1,1622
776,804
814,877
1863,1543
424,1558
444,757
1824,1458
640,325
1345,584
403,1799
923,1330
1955,1682
214,737
211,83
772,465
22,659
1585,198
216,1966
1704,942
860,1190
1690,1064
1267,1238
324,578
1610,1454
140,434
140,332
146,170
1695,655
1043,459
530,814
886,37
311,277
1321,231
1087,1218
887,427
1429,1507
695,1331
849,1029
811,171
1425,563
660,1349
1297,1026
1229,1937
496,189
1942,163
2,78
1509,925
1292,1237
1561,797
412,503
636,1993
1805,797
1218,383
664,1634
89,308
1237,993
1596,38
369,229
51,674
329,516
1538,11
529,449
694,1075
1017,174
1400,1806
1070,69
759,1335
1853,1266
1316,1786
1516,537
1644,964
1576,1991
397,104
620,1231
378,213
672,1954
1690,1154
1505,591
1260,1442
788,1400
1650,1898
1751,1655
321,879
1076,469
1742,90
1912,780
572,818
564,547
1164,659
1668,414
772,829
1627,1245
824,1245
1990,39
1482,797
358,999
14,1062
469,561
162,1055
1548,1590
1955,473
348,1241
1936,1920
1470,1491
101,974
1491,1832
771,1396
46,1638
200,384
1777,635
1004,986
904,751
1910,1673
870,926
345,1918
350,757
176,1327
1551,916
188,215
1184,1995
1681,1870
1916,586
327,750
45,1553
1752,982
1962,740
219,1765
1133,320
510,315
682,509
1395,977
450,423
1064,1641
1971,35
1208,1792
662,1988
1345,19
1140,1712
356,1979
1262,682
821,956
540,1087
1486,532
1610,558
338,578
1558,183
322,1973
1606,1724
1971,94
1937,802
130,873
1764,360
1974,465
165,773
1456,1223
1875,1477
1427,187
429,1838
1098,543
1719,1321
38,233
490,1291
1453,1481
578,1567
478,1143
452,161
1298,50
49,632
831,1485
456,232
1702,1799
1794,1544
1304,346
1925,1304
887,1299
1847,1719
596,1763
1070,1254
1931,234
80,222
583,36
201,1729
1220,738
1433,299
558,208
549,1119
341,1283
606,922
974,540
556,1126
1923,1211
151,718
326,788
840,1114
704,1048
1069,961
1229,1836
1097,427
536,359
1038,333
795,269
110,29
1103,1617
848,620
1312,339
146,1533
248,660
609,396
1839,1292
656,353
1168,1385
1263,917
708,1767
194,718
1939,1308
73,513
1395,792
1078,1043
1523,1254
889,316
1547,1250
1560,1803
173,1020
641,1598
1903,1966
1108,1075
1091,1931
1356,1555
843,942
760,1266
429,1654
1185,1800
1630,2000
1603,1839
169,230
116,1801
1231,1966
1017,964
1408,1145
263,746
1797,1632
1620,1711
1323,1747
1715,1512
1211,1930
690,1432
693,1976
948,1025
384,1090
426,1544
1140,985
410,1422
674,1918
70,1590
1535,1238
1945,5
781,632
665,593
1339,345
133,1865
620,863
1244,1021
1028,187
40,402
483,1181
1534,969
492,438
1887,920
1227,1015
639,895
730,331
1017,471
736,433
804,1670
981,673
724,285
407,444
735,592
1981,415
986,1980
1308,184
419,96
390,409
1964,567
191,966
1309,514
1142,1303
1052,374
25,774
1807,13
342,932
862,860
170,1957
111,1289
73,1518
1104,1775
16,701
355,71
1861,1624
1306,1004
970,1127
1667,681
1856,424
1430,1684
1559,8
1665,1907
1710,614
1042,836
502,1353
1840,572
1083,56
1099,1616
1687,1874
32,284
550,575
67,1975
662,1669
1569,201
736,327
1291,586
1116,88
1191,1417
1679,1756
360,460
1779,1900
644,1802
993,1159
1778,898
1211,1102
258,846
1110,564
741,1899
125,798
952,1960
503,286
1973,1163
256,1134
1242,1946
808,939
1008,475
1109,258
1407,633
1148,1383
311,381
289,1570
101,1007
204,445
1708,1247
1069,392
1334,170
1178,1022
1179,8
745,961
912,1331
829,1149
1612,986
944,632
285,1372
947,1574
1113,680
1354,1650
1592,961
707,1655
475,1518
869,693
1205,408
156,579
1565,706
567,1195
792,1907
624,929
1399,1700
1235,855
1285,243
808,357
1961,897
289,1587
425,36
259,1272
973,1781
1109,1851
1479,1431
390,1699
806,1714
748,831
928,592
1152,1813
1461,757
1561,953
1535,1241
1959,1648
239,446
603,1559
532,1670
1046,156
149,1545
1139,1280
1003,450
552,1304
1295,253
886,1725
1925,711
65,1007
82,1532
395,294
916,1638
359,1110
1999,893
137,945
1338,237
861,1790
787,382
776,1571
223,830
870,1837
133,1964
1335,1864
1372,1713
709,805
1528,264
1956,593
1590,271
713,1479
129,349
1894,979
590,1244
1263,1744
139,226
998,1100
797,323
271,719
916,1044
786,95
652,386
1181,1679
494,443
76,504
1971,1984
1716,1962
33,1603
914,1882
257,74
1032,1466
188,1805
