866,1656
1463,1369
22,1970
1837,868
1850,1270
309,782
1512,437
527,1930
685,845
696,586
6,1483
602,1952
1983,601
800,357
1819,1539
545,201
1818,935
72,858
1565,429
1024,1455
766,10
986,1285
264,1342
1989,1744
1257,1744
1956,1982
1462,1899
1777,11
116,1474
663,293
161,1926
622,1541
234,22
1878,510
532,1429
336,1342
1812,1978
175,711
189,833
1120,684
762,786
1610,1337
1385,1727
1333,219
313,842
1289,299
1203,128
895,328
1484,1559
1820,473
139,254
218,1437
1175,233
1478,1145
83,517
946,566
391,698
1255,842
44,840
1275,1015
832,1445
1538,1288
755,1072
1811,14
1222,161
1598,1043
627,134
1039,224
1608,1996
527,446
462,45
912,241
1726,42
1277,1349
1570,1095
332,1551
182,1231
762,988
551,1159
1775,1949
1676,1110
517,899
719,414
191,1403
1688,1317
1444,814
680,1955
1180,288
92,1725
947,373
1280,1071
621,1991
1448,1477
501,1861
1717,1347
1159,398
1760,182
98,1514
74,1861
570,528
492,1499
643,754
918,1172
671,703
269,791
442,1472
1341,18
814,615
553,1824
1623,470
1336,474
1311,438
1094,408
1016,1474
1572,1235
1265,1656
23,1905
910,741
1007,1393
653,1755
80,1746
853,1673
1776,781
1473,1769
342,961
164,1382
1912,729
817,871
1477,995
1348,1551
1140,1862
1319,140
764,626
1658,259
1563,1245
62,738
1010,6
629,414
549,325
1273,32
1482,979
1106,460
998,1905
1601,767
445,363
688,1590
158,81
1377,1609
1019,1019
75,1381
433,1792
141,1913
62,1603
1481,1588
1921,336
493,1187
1556,1727
1606,1584
1912,1456
1526,384
35,304
1230,1381
1357,1034
731,926
644,324
830,589
996,857
483,1079
966,1581
194,780
1672,1313
205,811
1332,605
1291,607
825,1548
1545,640
1329,790
1423,309
512,699
345,994
1008,954
163,1012
1737,728
715,252
538,1968
1606,1530
1627,1902
1003,1252
1232,727
1281,512
1049,1337
1069,75
1657,55
128,364
1889,1291
838,152
1320,1001
90,1733
1785,89
356,1112
1793,519
543,26
539,670
893,729
803,436
212,1426
619,413
1027,1893
847,561
1885,6
841,320
1737,96
1664,1849
572,365
17,361
146,1451
1476,591
1919,875
1751,118
158,1295
1525,973
1760,1083
1954,1902
684,987
652,1431
1512,1565
397,1359
1413,655
1604,912
747,187
831,447
771,1697
840,13
1336,123
521,459
480,888
1221,1200
308,1473
101,61
760,1775
1503,193
1065,1075
1840,85
1578,340
657,311
256,1269
655,993
852,1211
1068,919
520,119
1995,1269
99,305
61,1352
901,1607
230,642
296,1314
1119,1804
1522,765
941,1119
1184,1283
424,1517
406,1033
1183,1263
1668,326
1117,939
1478,1730
1408,939
738,691
1216,1206
959,1722
351,1680
1604,870
1727,552
983,312
1017,1944
740,1630
1311,1751
28,1556
1484,1403
